N,P,K,temperature,humidity,ph,rainfall,label,Wind Speed (km/h),Soil Moisture (%),Water Requirement (mm/day),Growth Stage,Area (sqm),Irrigation Type,Soil Type,Past Yield (tons),Last Irrigation Date,Last Fertilization Date,Region/State
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,5.84,38.94,3.43,Harvest,194,Drip,Clay,2.38,03-04-2025,08-03-2025,Assam
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana,5.36,31.43,7.91,Vegetative,926,Drip,Sandy,1.85,24-03-2025,24-02-2025,Punjab
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,24.75,43.44,3.07,Vegetative,392,Drip,Loamy,3.45,26-03-2025,25-02-2025,Punjab
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,13.56,42.86,5.86,Fruiting,124,Manual,Silty,4.63,29-03-2025,11-02-2025,Punjab
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana,12.69,43.73,5.31,Seedling,371,Drip,Clay,2.3,03-04-2025,20-03-2025,Punjab
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana,18.59,29.4,7.85,Vegetative,604,Sprinkler,Loamy,1.37,10-03-2025,19-02-2025,Tamil Nadu
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,9.37,23.35,8.36,Flowering,265,Manual,Silty,1.72,31-03-2025,21-03-2025,Punjab
101,92,45,28.22776705,80.6430384,5.758054257,98.00403016,banana,24,41.66,5.13,Seedling,861,Flood,Silty,4.34,29-03-2025,24-03-2025,Maharashtra
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,20.73,28.05,8.68,Flowering,186,Sprinkler,Sandy,3.07,02-04-2025,11-03-2025,Assam
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,6.79,17.34,5.06,Harvest,753,Manual,Sandy,2.55,03-04-2025,24-02-2025,Tamil Nadu
90,86,55,27.96236771,84.15403614,5.644486582,97.55986676,banana,13.35,44.2,6.12,Seedling,745,Drip,Loamy,1.17,20-03-2025,27-02-2025,Punjab
95,88,52,28.00316034,78.90085998,6.235461772,94.68180316,banana,22.58,45.3,8.09,Fruiting,890,Flood,Sandy,2.52,02-04-2025,10-03-2025,Assam
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,23.89,28.65,7.85,Harvest,737,Drip,Loamy,1.75,21-03-2025,28-02-2025,Tamil Nadu
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,14.35,13.03,9.91,Harvest,927,Sprinkler,Loamy,4.74,18-03-2025,11-03-2025,Assam
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,17.27,25.51,4.58,Flowering,590,Sprinkler,Loamy,4.48,28-03-2025,20-02-2025,Tamil Nadu
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,8.34,42.14,7.64,Harvest,240,Manual,Sandy,0.88,21-03-2025,26-03-2025,Karnataka
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,24.82,46.07,7.27,Vegetative,967,Sprinkler,Clay,2.82,20-03-2025,19-02-2025,Tamil Nadu
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana,9.63,18.14,9.41,Seedling,202,Flood,Loamy,1.51,11-03-2025,19-02-2025,Punjab
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,23.85,12.68,4.09,Vegetative,325,Manual,Clay,2.35,17-03-2025,23-03-2025,Assam
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,17.99,45.09,8.26,Flowering,674,Flood,Silty,4.45,13-03-2025,23-02-2025,Assam
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,17.15,25.58,6.98,Flowering,393,Drip,Sandy,2.87,18-03-2025,28-02-2025,Assam
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,15.25,31.67,4.92,Seedling,995,Flood,Sandy,2,14-03-2025,13-02-2025,Maharashtra
85,89,51,29.21144871,84.70189923,6.158164422,108.5501443,banana,9.61,48.72,6.32,Harvest,405,Flood,Clay,1.44,10-03-2025,19-03-2025,Maharashtra
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,banana,8.53,12.66,5.34,Fruiting,353,Sprinkler,Silty,4.1,16-03-2025,29-03-2025,Punjab
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana,9.41,35.93,7.06,Flowering,279,Drip,Silty,3.31,30-03-2025,07-03-2025,Karnataka
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,8.73,12.96,9.22,Seedling,139,Sprinkler,Loamy,2.61,19-03-2025,31-03-2025,Maharashtra
82,75,55,27.34585147,78.4873835,6.281069505,92.15524332,banana,20.59,25.02,6.99,Fruiting,875,Drip,Sandy,1.48,17-03-2025,22-03-2025,Tamil Nadu
117,81,53,29.50704598,78.20585613,5.507641778,98.12565829,banana,12,42.15,7.42,Harvest,800,Drip,Silty,2,29-03-2025,19-03-2025,Punjab
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango,6.16,27.34,6.63,Flowering,619,Flood,Silty,4.82,21-03-2025,27-02-2025,Karnataka
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,24.38,49.89,3.36,Seedling,715,Sprinkler,Loamy,2.84,20-03-2025,08-03-2025,Tamil Nadu
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango,22.68,32.36,4.63,Seedling,836,Flood,Loamy,2.3,11-03-2025,26-03-2025,Assam
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,mango,23.56,22.85,6.44,Seedling,645,Flood,Clay,2.85,16-03-2025,16-03-2025,Maharashtra
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango,24.9,18.8,5.17,Flowering,335,Flood,Sandy,4.01,01-04-2025,18-02-2025,Tamil Nadu
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango,8.48,24.02,4.27,Fruiting,562,Drip,Silty,2.03,06-03-2025,15-02-2025,Karnataka
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango,12.92,24.9,6.53,Seedling,327,Sprinkler,Clay,1.3,09-03-2025,16-03-2025,Punjab
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango,20.16,12.75,5.26,Harvest,799,Sprinkler,Sandy,3.13,19-03-2025,25-03-2025,Tamil Nadu
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango,18.92,24.78,4.81,Seedling,924,Flood,Clay,3.49,06-03-2025,05-02-2025,Punjab
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango,8.08,28.57,6.25,Fruiting,582,Drip,Sandy,3.71,19-03-2025,11-03-2025,Assam
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango,21.32,38.91,3.93,Flowering,529,Sprinkler,Sandy,4.47,04-04-2025,15-03-2025,Karnataka
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango,9.49,36.27,9.49,Seedling,121,Manual,Silty,2.17,15-03-2025,15-03-2025,Karnataka
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango,9.48,38.35,9.07,Seedling,442,Sprinkler,Sandy,0.84,29-03-2025,17-02-2025,Maharashtra
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango,15.74,10.33,7.95,Harvest,139,Flood,Loamy,4.81,26-03-2025,06-03-2025,Karnataka
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,16.86,18.71,3.74,Harvest,272,Manual,Silty,2.46,03-04-2025,09-02-2025,Tamil Nadu
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango,16.6,36.47,8.43,Seedling,538,Drip,Loamy,3.3,21-03-2025,06-02-2025,Tamil Nadu
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango,6.83,29.36,8.66,Seedling,278,Manual,Clay,3.5,14-03-2025,26-03-2025,Tamil Nadu
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango,22.55,10.21,8.37,Harvest,697,Manual,Clay,2.96,20-03-2025,27-02-2025,Assam
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango,10.31,42.18,3.8,Fruiting,232,Flood,Sandy,1.42,27-03-2025,21-02-2025,Karnataka
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango,7.59,40.91,7.51,Vegetative,450,Sprinkler,Sandy,3.9,23-03-2025,02-03-2025,Karnataka
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,22.77,31.94,8.84,Vegetative,624,Drip,Loamy,4.12,12-03-2025,03-03-2025,Tamil Nadu
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango,24.11,12.66,7.04,Seedling,639,Manual,Loamy,2.99,15-03-2025,16-02-2025,Maharashtra
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango,22.24,40.66,7.52,Harvest,605,Flood,Loamy,2.7,24-03-2025,22-03-2025,Maharashtra
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,21.19,33.35,6.21,Flowering,183,Sprinkler,Clay,1.01,03-04-2025,05-02-2025,Karnataka
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango,18.1,41.28,6.7,Flowering,563,Manual,Loamy,0.88,28-03-2025,06-02-2025,Karnataka
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,16.02,40.07,3.24,Vegetative,929,Flood,Silty,2.03,14-03-2025,11-02-2025,Punjab
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,6.74,42.12,7.47,Fruiting,960,Flood,Silty,1.9,13-03-2025,02-03-2025,Karnataka
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango,13.17,30.72,3.57,Vegetative,442,Flood,Clay,4.79,15-03-2025,27-03-2025,Tamil Nadu
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,12.45,15.61,6.05,Seedling,379,Drip,Loamy,4.03,18-03-2025,31-03-2025,Assam
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango,10.2,36.85,5.05,Fruiting,965,Sprinkler,Loamy,3.47,15-03-2025,30-03-2025,Karnataka
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango,19.47,34.82,6.82,Flowering,362,Manual,Sandy,2.83,25-03-2025,30-03-2025,Karnataka
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango,14.92,39.69,3.93,Harvest,265,Sprinkler,Silty,1.25,10-03-2025,25-02-2025,Tamil Nadu
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango,6.62,16.8,7.84,Harvest,392,Sprinkler,Clay,4.9,27-03-2025,27-03-2025,Punjab
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango,9.4,17.8,8.57,Seedling,608,Manual,Loamy,2.19,24-03-2025,11-03-2025,Karnataka
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,18.67,45.62,4.14,Vegetative,679,Sprinkler,Sandy,0.98,21-03-2025,05-02-2025,Maharashtra
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango,6.52,40,3.73,Seedling,325,Drip,Clay,2.72,14-03-2025,17-02-2025,Maharashtra
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,22.02,46.33,4.02,Harvest,269,Manual,Clay,4.43,09-03-2025,18-02-2025,Maharashtra
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,14.9,40.35,9.14,Flowering,697,Manual,Silty,4.49,06-03-2025,26-02-2025,Assam
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,14.61,33.89,6.7,Harvest,744,Flood,Loamy,0.55,10-03-2025,08-02-2025,Assam
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango,16.85,36.17,6.27,Fruiting,547,Sprinkler,Clay,4.49,22-03-2025,22-03-2025,Karnataka
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,21.49,45.57,3.75,Harvest,789,Manual,Sandy,1.72,10-03-2025,11-02-2025,Karnataka
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango,11.96,33.15,7.55,Harvest,954,Manual,Sandy,0.68,01-04-2025,10-02-2025,Karnataka
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,18.56,35.3,9.08,Fruiting,601,Drip,Clay,4.32,27-03-2025,06-02-2025,Assam
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango,16.31,16.26,8.8,Vegetative,863,Flood,Sandy,4.39,02-04-2025,16-03-2025,Karnataka
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango,10.34,28.96,7.38,Harvest,626,Manual,Clay,3.18,08-03-2025,02-03-2025,Tamil Nadu
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango,22.57,38.66,3.53,Seedling,834,Drip,Sandy,3.08,29-03-2025,26-03-2025,Punjab
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,20.95,20.84,3.79,Harvest,478,Manual,Clay,4.16,20-03-2025,07-02-2025,Maharashtra
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango,18.17,18.09,3.35,Seedling,300,Manual,Clay,4.04,25-03-2025,08-02-2025,Maharashtra
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango,22.01,22.55,4.8,Fruiting,718,Manual,Clay,4.51,21-03-2025,12-02-2025,Tamil Nadu
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,22.35,19.66,3.95,Harvest,349,Drip,Sandy,2.99,29-03-2025,15-03-2025,Karnataka
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango,19.17,18.6,4.82,Fruiting,508,Sprinkler,Clay,4.85,13-03-2025,12-03-2025,Assam
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango,21.74,26.99,5.7,Fruiting,700,Manual,Silty,4.98,17-03-2025,31-03-2025,Karnataka
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango,18.95,46.31,9.6,Vegetative,224,Manual,Clay,1.02,06-03-2025,08-02-2025,Karnataka
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango,18.6,30.28,7.27,Harvest,212,Sprinkler,Loamy,4.32,18-03-2025,08-02-2025,Maharashtra
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,17.37,17.52,8.84,Seedling,236,Manual,Loamy,2.75,15-03-2025,12-02-2025,Maharashtra
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,20.05,13.08,7.97,Seedling,858,Flood,Silty,2.24,06-03-2025,02-03-2025,Assam
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango,8.17,37.85,3.79,Harvest,595,Manual,Clay,3.26,27-03-2025,16-03-2025,Maharashtra
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,22.62,25.31,8.15,Vegetative,777,Flood,Loamy,0.75,22-03-2025,07-02-2025,Karnataka
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango,22.44,42.87,4.93,Vegetative,249,Sprinkler,Clay,2.78,02-04-2025,15-02-2025,Tamil Nadu
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,5.58,36.38,7.47,Vegetative,974,Drip,Loamy,4.42,07-03-2025,06-02-2025,Assam
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango,21.52,41.85,5.39,Seedling,442,Sprinkler,Sandy,1.46,02-04-2025,19-03-2025,Tamil Nadu
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango,7.58,20.88,9.98,Fruiting,679,Manual,Sandy,2.42,19-03-2025,09-02-2025,Karnataka
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,11.7,37.69,4.84,Vegetative,832,Flood,Silty,4.73,16-03-2025,14-02-2025,Assam
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango,19.87,20.56,4.95,Seedling,882,Drip,Silty,2.43,08-03-2025,08-03-2025,Tamil Nadu
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango,8.22,47.56,9.51,Seedling,420,Manual,Clay,2.11,19-03-2025,18-02-2025,Assam
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango,21.36,35.45,3.17,Fruiting,921,Drip,Silty,2.48,16-03-2025,05-02-2025,Karnataka
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango,21.64,22.98,7.88,Harvest,960,Drip,Clay,2.84,03-04-2025,21-03-2025,Assam
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango,15.15,20.78,8.08,Harvest,631,Manual,Sandy,3.34,27-03-2025,21-03-2025,Karnataka
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango,5.13,17.64,8.85,Vegetative,388,Sprinkler,Sandy,4.1,15-03-2025,17-02-2025,Assam
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango,10.74,37.79,9.82,Vegetative,588,Manual,Loamy,2.53,30-03-2025,20-02-2025,Assam
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango,17.34,18.75,9.83,Fruiting,591,Manual,Clay,4.18,11-03-2025,16-02-2025,Maharashtra
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango,24.62,33.81,3.46,Vegetative,711,Sprinkler,Sandy,2.9,28-03-2025,17-03-2025,Karnataka
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,17.64,20.59,8.75,Fruiting,351,Flood,Sandy,2.02,22-03-2025,20-02-2025,Punjab
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango,10.2,36.48,7.52,Seedling,176,Manual,Clay,3.46,12-03-2025,08-03-2025,Assam
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango,17.68,42.6,7.53,Vegetative,746,Drip,Loamy,3.73,24-03-2025,01-03-2025,Tamil Nadu
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,15.8,41.12,3.9,Seedling,491,Manual,Loamy,3.01,19-03-2025,24-02-2025,Maharashtra
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango,20.6,40.43,7.55,Flowering,511,Manual,Loamy,0.75,30-03-2025,25-03-2025,Maharashtra
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango,7.14,17.51,9.88,Fruiting,272,Drip,Loamy,1.26,26-03-2025,14-02-2025,Assam
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango,20.22,13.54,9.38,Flowering,974,Sprinkler,Sandy,1.78,15-03-2025,17-03-2025,Punjab
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,15.83,37.96,6.07,Vegetative,300,Flood,Clay,1.77,09-03-2025,24-02-2025,Maharashtra
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango,24.26,24.73,3.28,Seedling,316,Flood,Clay,3.53,17-03-2025,13-03-2025,Karnataka
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,11.84,27.29,5.54,Vegetative,475,Drip,Sandy,0.58,12-03-2025,09-02-2025,Assam
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,17.65,11.25,8.78,Flowering,819,Sprinkler,Sandy,3.9,22-03-2025,16-02-2025,Assam
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,23.64,20.38,7.91,Vegetative,685,Manual,Sandy,1.69,10-03-2025,25-03-2025,Punjab
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,7.05,11.35,6.22,Harvest,110,Manual,Silty,1.9,30-03-2025,21-03-2025,Karnataka
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango,23.74,45.17,3.39,Flowering,898,Manual,Clay,2.88,08-03-2025,24-03-2025,Karnataka
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango,18.76,19.74,5.99,Vegetative,867,Manual,Clay,1.47,18-03-2025,21-02-2025,Punjab
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango,6.36,32.29,6.28,Seedling,111,Manual,Clay,4.48,22-03-2025,25-03-2025,Tamil Nadu
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango,11.02,11.56,9.5,Vegetative,991,Drip,Loamy,0.88,12-03-2025,16-03-2025,Karnataka
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango,19.16,36.67,7.49,Seedling,689,Manual,Sandy,2.5,27-03-2025,09-03-2025,Tamil Nadu
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango,6.35,22.92,5.18,Harvest,534,Manual,Sandy,4.32,21-03-2025,05-03-2025,Tamil Nadu
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango,16.64,45.92,6.68,Vegetative,783,Sprinkler,Sandy,3.27,20-03-2025,12-03-2025,Assam
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,11.92,45.52,3.46,Harvest,707,Manual,Silty,1.82,04-04-2025,19-02-2025,Assam
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,17.42,23.01,9.81,Flowering,917,Flood,Clay,2.39,09-03-2025,14-02-2025,Maharashtra
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango,5.91,46.04,5.52,Seedling,472,Drip,Sandy,3.68,20-03-2025,08-02-2025,Assam
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango,22.43,49.85,6.35,Flowering,372,Drip,Silty,4.88,15-03-2025,10-03-2025,Karnataka
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango,24.47,43.02,5.49,Seedling,996,Drip,Sandy,4.52,29-03-2025,24-02-2025,Karnataka
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango,24.38,43.79,7.78,Harvest,790,Flood,Loamy,2.04,20-03-2025,15-02-2025,Tamil Nadu
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango,19.99,19.96,7.64,Fruiting,675,Manual,Clay,4.99,20-03-2025,08-02-2025,Karnataka
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango,7.6,33.07,8.01,Vegetative,608,Drip,Silty,0.52,16-03-2025,28-03-2025,Assam
24,130,195,29.99677232,81.54156612,6.112305667,67.12534492,grapes,20.17,12.69,4.88,Harvest,231,Flood,Sandy,0.62,06-03-2025,27-03-2025,Assam
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,5.49,13.8,5.21,Seedling,954,Sprinkler,Clay,4.21,30-03-2025,25-02-2025,Assam
22,123,205,32.44577836,83.88504863,5.896343436,68.73932528,grapes,5.44,49.96,3.88,Seedling,883,Manual,Silty,1.4,12-03-2025,15-03-2025,Punjab
36,125,196,37.46566825,80.65968681,6.15526103,66.83872293,grapes,11.47,23.07,7.59,Seedling,418,Flood,Clay,0.77,18-03-2025,23-02-2025,Karnataka
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,14.77,39.93,3.28,Seedling,943,Manual,Clay,1.57,11-03-2025,24-02-2025,Maharashtra
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes,20.41,42.27,7.18,Vegetative,952,Sprinkler,Loamy,2.42,01-04-2025,10-02-2025,Karnataka
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,18.67,44.32,9.09,Flowering,720,Flood,Clay,3.79,13-03-2025,23-02-2025,Karnataka
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes,13.92,49.91,9.24,Fruiting,884,Manual,Silty,3.31,14-03-2025,16-03-2025,Punjab
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes,10.47,19.66,6.14,Vegetative,267,Flood,Clay,1.57,11-03-2025,25-03-2025,Karnataka
17,134,204,39.04071989,80.18393287,6.499604931,73.88467027,grapes,24.94,11.61,6.22,Seedling,496,Drip,Silty,2.76,28-03-2025,26-02-2025,Tamil Nadu
25,130,197,39.70772192,82.68593454,5.554831977,74.91506217,grapes,13.52,26.45,3.54,Vegetative,279,Manual,Clay,4.67,17-03-2025,09-03-2025,Assam
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes,14.03,15.2,7.7,Harvest,157,Flood,Sandy,4.17,17-03-2025,10-03-2025,Assam
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,8.27,10.9,8.75,Seedling,579,Drip,Loamy,1.95,14-03-2025,16-02-2025,Punjab
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes,20.9,24.42,4.71,Fruiting,690,Sprinkler,Sandy,4.92,28-03-2025,11-02-2025,Assam
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes,18.87,41.35,5.95,Seedling,559,Manual,Loamy,3.69,12-03-2025,26-02-2025,Tamil Nadu
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,9.42,32.65,8.87,Fruiting,160,Manual,Silty,0.78,09-03-2025,20-02-2025,Punjab
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,6.65,22.51,9.14,Fruiting,468,Sprinkler,Loamy,0.66,04-04-2025,15-02-2025,Maharashtra
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,18.61,36.17,4.7,Flowering,220,Drip,Clay,1.26,21-03-2025,08-02-2025,Assam
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes,18.09,19.28,6.85,Flowering,818,Sprinkler,Clay,3.78,02-04-2025,29-03-2025,Karnataka
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes,10.47,10.58,4.35,Vegetative,645,Manual,Sandy,1.33,23-03-2025,05-03-2025,Tamil Nadu
39,145,201,36.73126647,80.58931938,5.775600435,72.24230804,grapes,24.02,40.57,3.71,Vegetative,681,Flood,Loamy,2.8,15-03-2025,18-02-2025,Tamil Nadu
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,8.02,34.95,9.38,Fruiting,116,Drip,Silty,0.92,10-03-2025,05-02-2025,Assam
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,13.65,40.49,8.74,Seedling,595,Drip,Silty,4.64,14-03-2025,17-02-2025,Maharashtra
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,23.87,11.56,8.32,Harvest,596,Drip,Clay,2.05,14-03-2025,10-03-2025,Karnataka
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes,13.39,43.48,3.34,Harvest,604,Sprinkler,Silty,4.59,07-03-2025,27-02-2025,Maharashtra
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,17.77,34.78,8.91,Seedling,631,Sprinkler,Clay,4.75,29-03-2025,05-03-2025,Maharashtra
13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,12.95,32.54,6.07,Seedling,414,Flood,Clay,0.53,26-03-2025,20-02-2025,Assam
5,126,197,12.80000387,81.20876367,6.417500829,67.10439401,grapes,10.48,34.98,5.4,Flowering,168,Flood,Clay,2.59,28-03-2025,08-03-2025,Karnataka
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes,24.68,44.58,6.83,Harvest,826,Drip,Sandy,0.61,24-03-2025,27-02-2025,Assam
23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,13.19,33.48,3.64,Fruiting,260,Flood,Sandy,4.59,14-03-2025,04-02-2025,Assam
26,135,203,33.78372897,81.16314317,5.685102769,74.53557341,grapes,22.88,33.24,8.3,Vegetative,713,Sprinkler,Clay,2.83,28-03-2025,08-02-2025,Tamil Nadu
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,9.6,49.63,7.08,Flowering,987,Flood,Clay,0.84,29-03-2025,25-02-2025,Assam
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,9.26,40.27,4.31,Harvest,817,Sprinkler,Clay,1,17-03-2025,24-03-2025,Punjab
